365_h_odd	365_a_odd	implied_h_prob	implied_a_prob	result
1.33	3.25	0.7518796749870864	0.3076923076923077	1
1.44	2.62	0.6944444168497026	0.3816794059846342	1
1.57	2.25	0.6369426538796358	0.4444444444444444	0
2.75	1.4	0.36363636363636365	0.7142857264499277	1
1.22	4	0.8196721119254039	0.25	1
2.75	1.4	0.36363636363636365	0.7142857264499277	0
3.75	1.25	0.26666666666666666	0.8	0
1.4	2.75	0.7142857264499277	0.36363636363636365	1
1.2	4.33	0.8333333002196431	0.23094688628633928	1
1.44	2.62	0.6944444168497026	0.3816794059846342	1
2	1.72	0.5	0.5813953391663639	0
2.2	1.61	0.4545454446934474	0.6211180069036246	0
1.44	2.62	0.6944444168497026	0.3816794059846342	0
2.37	1.53	0.4219409486444344	0.6535947834637234	0
2.37	1.53	0.4219409486444344	0.6535947834637234	0
2.1	1.66	0.47619049781574513	0.6024096506672237	0
1.53	2.37	0.6535947834637234	0.4219409486444344	1
1.28	3.5	0.7812500174622987	0.2857142857142857	1
1.28	3.5	0.7812500174622987	0.2857142857142857	1
3.4	1.3	0.29411763880904596	0.7692307974459868	0
7	1.083	0.14285714285714285	0.9233610813240751	0
3	1.36	0.3333333333333333	0.7352941099128922	0
1.36	3	0.7352941099128922	0.3333333333333333	1
1.8	1.9	0.5555555702727522	0.5263157960780771	1
3.4	1.3	0.29411763880904596	0.7692307974459868	0
2	1.72	0.5	0.5813953391663639	0
4.5	1.16	0.2222222222222222	0.8620689903229801	0
1.72	2	0.5813953391663639	0.5	1
2.62	1.44	0.3816794059846342	0.6944444168497026	0
1.33	3.25	0.7518796749870864	0.3076923076923077	0
1.53	2.37	0.6535947834637234	0.4219409486444344	1
1.44	2.62	0.6944444168497026	0.3816794059846342	0
1.2	4.33	0.8333333002196431	0.23094688628633928	1
1.28	3.5	0.7812500174622987	0.2857142857142857	1
1.36	3	0.7352941099128922	0.3333333333333333	1
2.1	1.66	0.47619049781574513	0.6024096506672237	0
2.62	1.44	0.3816794059846342	0.6944444168497026	0
1.25	3.75	0.8	0.26666666666666666	1
3	1.36	0.3333333333333333	0.7352941099128922	0
2.2	1.61	0.4545454446934474	0.6211180069036246	0
6.5	1.1	0.15384615384615385	0.9090908893868948	0
2.62	1.44	0.3816794059846342	0.6944444168497026	0
3.4	1.3	0.29411763880904596	0.7692307974459868	0
1.4	2.75	0.7142857264499277	0.36363636363636365	1
2.2	1.61	0.4545454446934474	0.6211180069036246	0
3	1.36	0.3333333333333333	0.7352941099128922	0
1.53	2.37	0.6535947834637234	0.4219409486444344	1
1.44	2.62	0.6944444168497026	0.3816794059846342	1
2.62	1.44	0.3816794059846342	0.6944444168497026	0
1.2	4.33	0.8333333002196431	0.23094688628633928	1
2	1.72	0.5	0.5813953391663639	0
3.5	1.28	0.2857142857142857	0.7812500174622987	0
1.22	4	0.8196721119254039	0.25	0
2.5	1.5	0.4	0.6666666666666666	0
2.75	1.4	0.36363636363636365	0.7142857264499277	0
3.5	1.28	0.2857142857142857	0.7812500174622987	0
1.5	2.5	0.6666666666666666	0.4	0
1.5	2.5	0.6666666666666666	0.4	0
3.25	1.33	0.3076923076923077	0.7518796749870864	0
3.25	1.33	0.3076923076923077	0.7518796749870864	0
1.66	2.1	0.6024096506672237	0.47619049781574513	0
1.66	2.1	0.6024096506672237	0.47619049781574513	0
1.57	2.25	0.6369426538796358	0.4444444444444444	1
1.9	1.8	0.5263157960780771	0.5555555702727522	0
1.12	5.5	0.8928571390558262	0.18181818181818182	0
1.9	1.8	0.5263157960780771	0.5555555702727522	1
3.25	1.33	0.3076923076923077	0.7518796749870864	0
1.53	2.37	0.6535947834637234	0.4219409486444344	1
1.57	2.25	0.6369426538796358	0.4444444444444444	0
1.61	2.2	0.6211180069036246	0.4545454446934474	1
2.5	1.5	0.4	0.6666666666666666	1
2.37	1.53	0.4219409486444344	0.6535947834637234	0
1.25	3.75	0.8	0.26666666666666666	0
1.44	2.62	0.6944444168497026	0.3816794059846342	0
1.57	2.25	0.6369426538796358	0.4444444444444444	0
1.9	1.8	0.5263157960780771	0.5555555702727522	1
2.1	1.66	0.47619049781574513	0.6024096506672237	0
1.53	2.37	0.6535947834637234	0.4219409486444344	1
1.8	1.9	0.5555555702727522	0.5263157960780771	1
2	1.72	0.5	0.5813953391663639	1
1.3	3.4	0.7692307974459868	0.29411763880904596	0
1.9	1.8	0.5263157960780771	0.5555555702727522	0
1.83	1.83	0.5464480746169359	0.5464480746169359	0
1.8	1.9	0.5555555702727522	0.5263157960780771	1
2.62	1.44	0.3816794059846342	0.6944444168497026	1
2.62	1.44	0.3816794059846342	0.6944444168497026	1
2.2	1.61	0.4545454446934474	0.6211180069036246	1
1.66	2.1	0.6024096506672237	0.47619049781574513	0
1.61	2.2	0.6211180069036246	0.4545454446934474	0
5.5	1.12	0.18181818181818182	0.8928571390558262	1
1.44	2.62	0.6944444168497026	0.3816794059846342	0
1.83	1.83	0.5464480746169359	0.5464480746169359	1
1.44	2.62	0.6944444168497026	0.3816794059846342	1
1.57	2.25	0.6369426538796358	0.4444444444444444	1
1.44	2.62	0.6944444168497026	0.3816794059846342	0
3.5	1.28	0.2857142857142857	0.7812500174622987	0
1.4	2.75	0.7142857264499277	0.36363636363636365	1
2.25	1.57	0.4444444444444444	0.6369426538796358	0
1.53	2.37	0.6535947834637234	0.4219409486444344	0
1.61	2.2	0.6211180069036246	0.4545454446934474	1
1.2	4.33	0.8333333002196431	0.23094688628633928	1
2	1.72	0.5	0.5813953391663639	0
1.61	2.2	0.6211180069036246	0.4545454446934474	0
1.5	2.5	0.6666666666666666	0.4	1
2	1.72	0.5	0.5813953391663639	1
2.25	1.57	0.4444444444444444	0.6369426538796358	0
3.75	1.25	0.26666666666666666	0.8	0
1.16	4.5	0.8620689903229801	0.2222222222222222	1
3.5	1.28	0.2857142857142857	0.7812500174622987	1
1.4	2.75	0.7142857264499277	0.36363636363636365	0
1.16	4.5	0.8620689903229801	0.2222222222222222	1
1.83	1.83	0.5464480746169359	0.5464480746169359	0
2.2	1.61	0.4545454446934474	0.6211180069036246	1
2.37	1.53	0.4219409486444344	0.6535947834637234	0
3.25	1.3	0.3076923076923077	0.7692307974459868	0
2.75	1.4	0.36363636363636365	0.7142857264499277	0
2.25	1.57	0.4444444444444444	0.6369426538796358	0
1.36	3	0.7352941099128922	0.3333333333333333	0
3.75	1.25	0.26666666666666666	0.8	0
1.33	3.25	0.7518796749870864	0.3076923076923077	0
1.28	3.5	0.7812500174622987	0.2857142857142857	0
1.33	3.25	0.7518796749870864	0.3076923076923077	0
2.25	1.57	0.4444444444444444	0.6369426538796358	1
1.4	2.75	0.7142857264499277	0.36363636363636365	1
1.25	3.75	0.8	0.26666666666666666	1
4.33	1.2	0.23094688628633928	0.8333333002196431	0
1.9	1.8	0.5263157960780771	0.5555555702727522	1
1.72	2	0.5813953391663639	0.5	0
2.25	1.57	0.4444444444444444	0.6369426538796358	1
1.53	2.37	0.6535947834637234	0.4219409486444344	1
1.33	3.25	0.7518796749870864	0.3076923076923077	1
2.37	1.53	0.4219409486444344	0.6535947834637234	0
1.3	3.4	0.7692307974459868	0.29411763880904596	1
1.2	4.33	0.8333333002196431	0.23094688628633928	1
1.83	1.83	0.5464480746169359	0.5464480746169359	1
1.33	3.25	0.7518796749870864	0.3076923076923077	1
1.4	2.75	0.7142857264499277	0.36363636363636365	1
1.83	1.83	0.5464480746169359	0.5464480746169359	0
1.8	1.9	0.5555555702727522	0.5263157960780771	1
2.37	1.53	0.4219409486444344	0.6535947834637234	0
2.2	1.61	0.4545454446934474	0.6211180069036246	0
2.75	1.4	0.36363636363636365	0.7142857264499277	0
1.8	1.9	0.5555555702727522	0.5263157960780771	1
1.72	2	0.5813953391663639	0.5	0
3	1.36	0.3333333333333333	0.7352941099128922	0
1.72	2	0.5813953391663639	0.5	1
1.66	2.1	0.6024096506672237	0.47619049781574513	1
3.25	1.33	0.3076923076923077	0.7518796749870864	0
2.75	1.4	0.36363636363636365	0.7142857264499277	1
1.5	2.5	0.6666666666666666	0.4	1
1.61	2.2	0.6211180069036246	0.4545454446934474	1
1.33	3.25	0.7518796749870864	0.3076923076923077	0
2.5	1.5	0.4	0.6666666666666666	1
4.33	1.2	0.23094688628633928	0.8333333002196431	0
1.57	2.25	0.6369426538796358	0.4444444444444444	1
2.25	1.57	0.4444444444444444	0.6369426538796358	0
1.4	2.75	0.7142857264499277	0.36363636363636365	0
1.9	1.8	0.5263157960780771	0.5555555702727522	1
1.4	2.75	0.7142857264499277	0.36363636363636365	0
3.4	1.3	0.29411763880904596	0.7692307974459868	0
1.4	2.75	0.7142857264499277	0.36363636363636365	1
1.2	4.33	0.8333333002196431	0.23094688628633928	0
1.2	4.33	0.8333333002196431	0.23094688628633928	0
1.72	2	0.5813953391663639	0.5	1
1.72	2	0.5813953391663639	0.5	0
1.28	3.5	0.7812500174622987	0.2857142857142857	1
2.37	1.53	0.4219409486444344	0.6535947834637234	1
1.57	2.25	0.6369426538796358	0.4444444444444444	0
1.36	3	0.7352941099128922	0.3333333333333333	0
1.16	4.5	0.8620689903229801	0.2222222222222222	1
1.36	3	0.7352941099128922	0.3333333333333333	1
1.22	4	0.8196721119254039	0.25	1
2	1.72	0.5	0.5813953391663639	1
1.61	2.2	0.6211180069036246	0.4545454446934474	0
1.61	2.2	0.6211180069036246	0.4545454446934474	0
1.83	1.83	0.5464480746169359	0.5464480746169359	1
1.72	2	0.5813953391663639	0.5	0
1.33	3.25	0.7518796749870864	0.3076923076923077	0
2.62	1.44	0.3816794059846342	0.6944444168497026	1
2.62	1.44	0.3816794059846342	0.6944444168497026	0
1.36	3	0.7352941099128922	0.3333333333333333	1
1.22	4	0.8196721119254039	0.25	1
2.1	1.66	0.47619049781574513	0.6024096506672237	1
1.12	5.5	0.8928571390558262	0.18181818181818182	1
5.5	1.12	0.18181818181818182	0.8928571390558262	0
2.75	1.4	0.36363636363636365	0.7142857264499277	0
1.04	9	0.9615384968074834	0.1111111111111111	1
1.2	4.33	0.8333333002196431	0.23094688628633928	1
3	1.36	0.3333333333333333	0.7352941099128922	0
4.33	1.2	0.23094688628633928	0.8333333002196431	0
2	1.53	0.5	0.6535947834637234	0
6.5	1.1	0.15384615384615385	0.9090908893868948	0
7	1.083	0.14285714285714285	0.9233610813240751	0
1.1	6.5	0.9090908893868948	0.15384615384615385	0
1.062	8	0.9416195535556133	0.125	1
1.25	3.75	0.8	0.26666666666666666	1
1.16	4.5	0.8620689903229801	0.2222222222222222	0
4	1.22	0.25	0.8196721119254039	0
1.36	3	0.7352941099128922	0.3333333333333333	0
1.9	1.88	0.5263157960780771	0.5319148949661531	0
2	1.72	0.5	0.5813953391663639	0
1.2	4.33	0.8333333002196431	0.23094688628633928	1
1.66	2.1	0.6024096506672237	0.47619049781574513	1
2.1	1.66	0.47619049781574513	0.6024096506672237	1
1.72	2	0.5813953391663639	0.5	0
2.62	1.44	0.3816794059846342	0.6944444168497026	0
2.75	1.4	0.36363636363636365	0.7142857264499277	0
2.62	1.44	0.3816794059846342	0.6944444168497026	1
1.44	2.62	0.6944444168497026	0.3816794059846342	1
1.5	2.5	0.6666666666666666	0.4	0
1.66	2.1	0.6024096506672237	0.47619049781574513	0
1.16	4.5	0.8620689903229801	0.2222222222222222	1
5.5	1.12	0.18181818181818182	0.8928571390558262	0
1.44	2.62	0.6944444168497026	0.3816794059846342	0
2.37	1.53	0.4219409486444344	0.6535947834637234	0
1.25	3.75	0.8	0.26666666666666666	0
1.44	2.62	0.6944444168497026	0.3816794059846342	1
2.1	1.66	0.47619049781574513	0.6024096506672237	0
1.16	4.5	0.8620689903229801	0.2222222222222222	1
1.3	3.4	0.7692307974459868	0.29411763880904596	1
1.44	2.62	0.6944444168497026	0.3816794059846342	1
2.75	1.4	0.36363636363636365	0.7142857264499277	0
1.36	3	0.7352941099128922	0.3333333333333333	1
1.8	1.9	0.5555555702727522	0.5263157960780771	0
1.44	2.62	0.6944444168497026	0.3816794059846342	1
5	1.16	0.2	0.8620689903229801	0
3	1.36	0.3333333333333333	0.7352941099128922	0
1.33	3.25	0.7518796749870864	0.3076923076923077	1
2.62	1.44	0.3816794059846342	0.6944444168497026	1
2.2	1.61	0.4545454446934474	0.6211180069036246	1
2.2	1.61	0.4545454446934474	0.6211180069036246	0
1.22	4	0.8196721119254039	0.25	1
2.5	1.5	0.4	0.6666666666666666	1
1.5	2.5	0.6666666666666666	0.4	0
1.25	3.75	0.8	0.26666666666666666	1
2.5	1.5	0.4	0.6666666666666666	0
2.2	1.61	0.4545454446934474	0.6211180069036246	0
1.61	2.2	0.6211180069036246	0.4545454446934474	1
1.72	2	0.5813953391663639	0.5	1
1.57	2.25	0.6369426538796358	0.4444444444444444	1
1.22	4	0.8196721119254039	0.25	1
2.2	1.61	0.4545454446934474	0.6211180069036246	1
3.5	1.28	0.2857142857142857	0.7812500174622987	0
3.4	1.3	0.29411763880904596	0.7692307974459868	1
1.25	3.75	0.8	0.26666666666666666	1
2.2	1.61	0.4545454446934474	0.6211180069036246	1
1.4	2.75	0.7142857264499277	0.36363636363636365	0
1.2	4.33	0.8333333002196431	0.23094688628633928	1
2.62	1.44	0.3816794059846342	0.6944444168497026	1
4.33	1.2	0.23094688628633928	0.8333333002196431	0
1.5	2.5	0.6666666666666666	0.4	1
3.25	1.33	0.3076923076923077	0.7518796749870864	1
1.25	3.75	0.8	0.26666666666666666	1
2.5	1.5	0.4	0.6666666666666666	1
2.25	1.57	0.4444444444444444	0.6369426538796358	0
1.4	2.75	0.7142857264499277	0.36363636363636365	0
5.5	1.12	0.18181818181818182	0.8928571390558262	1
1.16	4.5	0.8620689903229801	0.2222222222222222	1
1.4	2.75	0.7142857264499277	0.36363636363636365	0
3	1.36	0.3333333333333333	0.7352941099128922	0
1.72	2	0.5813953391663639	0.5	0
1.61	2.2	0.6211180069036246	0.4545454446934474	1
2	1.72	0.5	0.5813953391663639	1
1.5	2.5	0.6666666666666666	0.4	0
1.5	2.25	0.6666666666666666	0.4444444444444444	1
1.5	2.5	0.6666666666666666	0.4	1
1.36	3	0.7352941099128922	0.3333333333333333	0
1.33	3.25	0.7518796749870864	0.3076923076923077	1
1.4	2.75	0.7142857264499277	0.36363636363636365	1
1.53	2.37	0.6535947834637234	0.4219409486444344	1
2.37	1.53	0.4219409486444344	0.6535947834637234	1
1.36	3	0.7352941099128922	0.3333333333333333	1
2.25	1.57	0.4444444444444444	0.6369426538796358	0
4.33	1.2	0.23094688628633928	0.8333333002196431	0
1.72	2	0.5813953391663639	0.5	0
1.72	2	0.5813953391663639	0.5	0
1.66	2.1	0.6024096506672237	0.47619049781574513	1
2	1.72	0.5	0.5813953391663639	0
2	1.72	0.5	0.5813953391663639	0
1.72	2	0.5813953391663639	0.5	1
1.72	2	0.5813953391663639	0.5	0
1.66	2.1	0.6024096506672237	0.47619049781574513	1
2.5	1.5	0.4	0.6666666666666666	1
2.5	1.5	0.4	0.6666666666666666	0
3	1.36	0.3333333333333333	0.7352941099128922	1
2.25	1.57	0.4444444444444444	0.6369426538796358	0
2.62	1.44	0.3816794059846342	0.6944444168497026	0
2.5	1.5	0.4	0.6666666666666666	0
3	1.36	0.3333333333333333	0.7352941099128922	0
1.72	2	0.5813953391663639	0.5	0
1.66	2.1	0.6024096506672237	0.47619049781574513	0
1.4	2.75	0.7142857264499277	0.36363636363636365	1
1.28	3.5	0.7812500174622987	0.2857142857142857	1
6.5	1.1	0.15384615384615385	0.9090908893868948	0
6.5	1.1	0.15384615384615385	0.9090908893868948	0
1.8	1.9	0.5555555702727522	0.5263157960780771	0
1.8	1.9	0.5555555702727522	0.5263157960780771	0
1.57	2.25	0.6369426538796358	0.4444444444444444	1
4.5	1.16	0.2222222222222222	0.8620689903229801	0
2.62	1.44	0.3816794059846342	0.6944444168497026	0
1.9	2.1	0.5263157960780771	0.47619049781574513	0
1.12	5.5	0.8928571390558262	0.18181818181818182	1
3.75	1.25	0.26666666666666666	0.8	0
1.14	5	0.8771929934634618	0.2	1
1.9	1.8	0.5263157960780771	0.5555555702727522	0
10	1.03	0.1	0.970873813375653	0
1.9	1.8	0.5263157960780771	0.5555555702727522	1
1.9	1.8	0.5263157960780771	0.5555555702727522	1
7	1.083	0.14285714285714285	0.9233610813240751	1
1.61	2.2	0.6211180069036246	0.4545454446934474	1
1.05	8.5	0.9523809956314903	0.11764705882352941	0
1.36	3	0.7352941099128922	0.3333333333333333	1
1.3	3.4	0.7692307974459868	0.29411763880904596	1
2.37	1.53	0.4219409486444344	0.6535947834637234	0
3.4	1.3	0.29411763880904596	0.7692307974459868	0
1.72	2	0.5813953391663639	0.5	0
1.5	2.5	0.6666666666666666	0.4	1
1.83	1.83	0.5464480746169359	0.5464480746169359	0
3.75	1.25	0.26666666666666666	0.8	0
1.2	4.33	0.8333333002196431	0.23094688628633928	1
1.44	2.62	0.6944444168497026	0.3816794059846342	0
1.5	2.5	0.6666666666666666	0.4	0
1.36	3	0.7352941099128922	0.3333333333333333	0
1.4	2.75	0.7142857264499277	0.36363636363636365	1
1.14	5	0.8771929934634618	0.2	0
3	1.36	0.3333333333333333	0.7352941099128922	0
1.61	2.2	0.6211180069036246	0.4545454446934474	1
1.16	4.5	0.8620689903229801	0.2222222222222222	1
2.2	1.61	0.4545454446934474	0.6211180069036246	0
1.14	5	0.8771929934634618	0.2	1
1.4	2.75	0.7142857264499277	0.36363636363636365	1
1.33	3.25	0.7518796749870864	0.3076923076923077	0
3.75	1.25	0.26666666666666666	0.8	0
2.25	1.57	0.4444444444444444	0.6369426538796358	0
1.83	1.83	0.5464480746169359	0.5464480746169359	0
6.5	1.1	0.15384615384615385	0.9090908893868948	0
3	1.36	0.3333333333333333	0.7352941099128922	0
1.8	1.9	0.5555555702727522	0.5263157960780771	1
4.33	1.2	0.23094688628633928	0.8333333002196431	0
1.083	7	0.9233610813240751	0.14285714285714285	1
1.5	2.5	0.6666666666666666	0.4	0
1.72	2	0.5813953391663639	0.5	0
1.36	3	0.7352941099128922	0.3333333333333333	1
1.28	3.5	0.7812500174622987	0.2857142857142857	1
7	1.083	0.14285714285714285	0.9233610813240751	1
1.66	2.1	0.6024096506672237	0.47619049781574513	1
1.66	2.1	0.6024096506672237	0.47619049781574513	1
5.5	1.12	0.18181818181818182	0.8928571390558262	0
2	1.72	0.5	0.5813953391663639	0
1.61	2.2	0.6211180069036246	0.4545454446934474	0
2	1.72	0.5	0.5813953391663639	0
1.25	3.75	0.8	0.26666666666666666	1
2.5	1.5	0.4	0.6666666666666666	0
1.16	4.5	0.8620689903229801	0.2222222222222222	0
3.25	1.33	0.3076923076923077	0.7518796749870864	0
1.083	7	0.9233610813240751	0.14285714285714285	0
1.57	2.25	0.6369426538796358	0.4444444444444444	1
1.22	4	0.8196721119254039	0.25	1
1.16	4.5	0.8620689903229801	0.2222222222222222	1
1.3	3.4	0.7692307974459868	0.29411763880904596	1
1.83	1.83	0.5464480746169359	0.5464480746169359	0
1.25	3.75	0.8	0.26666666666666666	1
2.62	1.44	0.3816794059846342	0.6944444168497026	0
1.1	6.5	0.9090908893868948	0.15384615384615385	1
2.75	1.4	0.36363636363636365	0.7142857264499277	0
2.2	1.61	0.4545454446934474	0.6211180069036246	1
2.2	1.61	0.4545454446934474	0.6211180069036246	1
1.4	2.75	0.7142857264499277	0.36363636363636365	1
1.9	1.8	0.5263157960780771	0.5555555702727522	1
2.62	1.44	0.3816794059846342	0.6944444168497026	1
2.25	1.57	0.4444444444444444	0.6369426538796358	1
1.66	2.1	0.6024096506672237	0.47619049781574513	0
1.9	1.8	0.5263157960780771	0.5555555702727522	0
2.25	1.57	0.4444444444444444	0.6369426538796358	0
1.53	2.37	0.6535947834637234	0.4219409486444344	1
1.72	2	0.5813953391663639	0.5	1
2.62	1.44	0.3816794059846342	0.6944444168497026	1
2.2	1.61	0.4545454446934474	0.6211180069036246	1
1.53	2.37	0.6535947834637234	0.4219409486444344	1
2.5	1.5	0.4	0.6666666666666666	1
4	1.22	0.25	0.8196721119254039	0
1.44	2.62	0.6944444168497026	0.3816794059846342	0
1.8	1.9	0.5555555702727522	0.5263157960780771	0
1.5	2.5	0.6666666666666666	0.4	0
1.72	2	0.5813953391663639	0.5	1
1.33	3.25	0.7518796749870864	0.3076923076923077	1
2.2	1.61	0.4545454446934474	0.6211180069036246	0
1.3	3.4	0.7692307974459868	0.29411763880904596	1
1.72	2	0.5813953391663639	0.5	1
1.83	1.83	0.5464480746169359	0.5464480746169359	1
1.57	2.25	0.6369426538796358	0.4444444444444444	1
2.2	1.61	0.4545454446934474	0.6211180069036246	0
1.4	2.75	0.7142857264499277	0.36363636363636365	1
3	1.36	0.3333333333333333	0.7352941099128922	0
1.5	2.5	0.6666666666666666	0.4	1
1.28	3.5	0.7812500174622987	0.2857142857142857	1
1.5	2.5	0.6666666666666666	0.4	1
1.5	2.5	0.6666666666666666	0.4	1
1.28	3.5	0.7812500174622987	0.2857142857142857	1
1.44	2.62	0.6944444168497026	0.3816794059846342	1
1.4	2.75	0.7142857264499277	0.36363636363636365	1
1.16	4.5	0.8620689903229801	0.2222222222222222	0
2.1	1.66	0.47619049781574513	0.6024096506672237	0
2.62	1.44	0.3816794059846342	0.6944444168497026	0
2.2	1.61	0.4545454446934474	0.6211180069036246	0
1.53	2.37	0.6535947834637234	0.4219409486444344	1
1.16	2.2	0.8620689903229801	0.4545454446934474	0
2.35	1.53	0.4255319321625053	0.6535947834637234	0
1.33	3.25	0.7518796749870864	0.3076923076923077	1
1.2	4.33	0.8333333002196431	0.23094688628633928	1
5	1.14	0.2	0.8771929934634618	0
1.4	2.75	0.7142857264499277	0.36363636363636365	1
1.14	5	0.8771929934634618	0.2	1
1.36	3	0.7352941099128922	0.3333333333333333	1
4	1.22	0.25	0.8196721119254039	1
1.4	2.75	0.7142857264499277	0.36363636363636365	1
2.75	1.4	0.36363636363636365	0.7142857264499277	0
1.44	2.62	0.6944444168497026	0.3816794059846342	1
1.16	4.5	0.8620689903229801	0.2222222222222222	1
1.83	1.83	0.5464480746169359	0.5464480746169359	1
4.5	1.16	0.2222222222222222	0.8620689903229801	0
1.4	2.75	0.7142857264499277	0.36363636363636365	1
1.44	2.62	0.6944444168497026	0.3816794059846342	1
1.12	5.5	0.8928571390558262	0.18181818181818182	1
1.36	3	0.7352941099128922	0.3333333333333333	1
1.9	1.8	0.5263157960780771	0.5555555702727522	1
7.5	1.071	0.13333333333333333	0.9337068335196048	0
1.3	3.4	0.7692307974459868	0.29411763880904596	1
1.61	2.2	0.6211180069036246	0.4545454446934474	1
1.9	1.8	0.5263157960780771	0.5555555702727522	1
1.22	4	0.8196721119254039	0.25	1
6.5	1.1	0.15384615384615385	0.9090908893868948	0
1.8	1.9	0.5555555702727522	0.5263157960780771	0
1.53	2.47	0.6535947834637234	0.4048582949056321	1
2.2	1.61	0.4545454446934474	0.6211180069036246	0
5.5	1.12	0.18181818181818182	0.8928571390558262	0
2.25	1.57	0.4444444444444444	0.6369426538796358	0
1.36	3	0.7352941099128922	0.3333333333333333	0
4.33	1.2	0.23094688628633928	0.8333333002196431	0
1.16	4.5	0.8620689903229801	0.2222222222222222	0
1.5	2.5	0.6666666666666666	0.4	1
3.25	1.33	0.3076923076923077	0.7518796749870864	1
4.5	1.16	0.2222222222222222	0.8620689903229801	1
1.11	6	0.900900889290549	0.16666666666666666	0
1.25	3.75	0.8	0.26666666666666666	1
1.83	1.83	0.5464480746169359	0.5464480746169359	1
4.33	1.2	0.23094688628633928	0.8333333002196431	0
1.4	2.75	0.7142857264499277	0.36363636363636365	0
1.5	2.5	0.6666666666666666	0.4	0
1.4	2.75	0.7142857264499277	0.36363636363636365	1
2.25	1.57	0.4444444444444444	0.6369426538796358	0
3.75	1.25	0.26666666666666666	0.8	0
1.33	3.25	0.7518796749870864	0.3076923076923077	0
1.61	2.2	0.6211180069036246	0.4545454446934474	1
2.2	1.61	0.4545454446934474	0.6211180069036246	0
1.8	1.9	0.5555555702727522	0.5263157960780771	1
1.25	3.75	0.8	0.26666666666666666	1
2.37	1.53	0.4219409486444344	0.6535947834637234	0
1.9	1.8	0.5263157960780771	0.5555555702727522	0
2.2	1.61	0.4545454446934474	0.6211180069036246	1
1.57	2.25	0.6369426538796358	0.4444444444444444	1
4.5	1.16	0.2222222222222222	0.8620689903229801	1
1.36	3	0.7352941099128922	0.3333333333333333	1
1.22	4	0.8196721119254039	0.25	1
1.5	2.5	0.6666666666666666	0.4	1
1.83	1.83	0.5464480746169359	0.5464480746169359	1
1.36	3	0.7352941099128922	0.3333333333333333	0
4.33	1.2	0.23094688628633928	0.8333333002196431	0
1.72	2	0.5813953391663639	0.5	0
3.75	1.25	0.26666666666666666	0.8	0
